#DATE DE CLASSEMENT;DATE DE PUBLICATION DE L'ETABLISSEMENT;TYPOLOGIE ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION;NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;TÉLÉPHONE;COURRIEL;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITES D'HABITATION;NOMBRE DE LOGEMENTS
05/11/2012;05/11/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING LES ACACIAS;5 rue du phare;17940;RIVEDOUX-PLAGE;546098022;campinglesacacias@hotmail.fr;www.camping-acacias-iledere-fr;-;-;-;85;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Loisirs;-;CAMPING L'ESCALE;100 Route de Semussac;17132;MESCHERS-SUR-GIRONDE;546027153;contact@camping-escale.fr;http://www.camping-escale.fr/;-;-;-;262;-;-
05/11/2012;05/11/2012;CAMPING;3 étoiles;Loisirs;-;CAMPING MARCO DE BIGNAC;CHEMIN DE LA RéSISTANCE, LES SABLONS;16170;BIGNAC;545217841;info@marcodebignac.com;http://www.marcodebignac.com;-;-;-;86;-;-
05/11/2012;05/11/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING MUNICIPAL LES PARRINES ;LES PARRINES;15220;SAINT-MAMET-LA-SALVETAT;471647521;campingstmamet15@hotmail.fr;-;-;-;-;39;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING DOMAINE DE LA TAILLADE;la taillade;15260;NEUVÉGLISE;471238441;taillade@hotmail.com;http://taillade-naturisme.com;-;-;-;80;-;-
05/11/2012;05/12/2012;CAMPING;1 étoile;Tourisme;-;CAMPING PERETTO LES ROSEAUX;CAMPING PERETTO LES ROSEAUX;20110;BELVÉDÈRE-CAMPOMORO;04 95 74 20 52;campinglesroseaux@hotmail.fr;-;-;-;-;50;-;-
05/11/2012;05/12/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING TIKITI;camping tikiti;20110;PROPRIANO;495760832;webmaster@campingtikiti.com;http://www.campingtikiti.com;-;-;-;220;-;-
05/11/2012;05/12/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING U CASEDDU;porti poddu;20140;SERRA-DI-FERRO;04 95 74 01 80;ucaseddu@orange.fr;-;-;-;-;100;-;-
05/11/2012;05/12/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LE FAUTEA;-;20144;SAINTE-LUCIE-DE-PORTO-VECCHIO;04 95 71 41 51;fautea@fautea.com;-;-;-;-;100;-;-
05/11/2012;30/11/2012;CAMPING;1 étoile;Tourisme;-;CAMPING MUNICIPAL D'OTA-PORTO;Route de la plage;20150;OTA;04-95-26-17-76;contact@campingmunicipal-otaporto.fr;http://www.campingmunicipal-otaporto.fr;-;-;-;300;-;-
05/11/2012;05/12/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING LA SPOSATA;COL DE ST ANTOINE;20160;VICO;495266155;lasposata@lasposata.fr;www.lasposata.fr;-;-;-;56;-;-
05/11/2012;05/12/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING LA PINÈDE;lieu dit seriggio;20217;SAINT-FLORENT;495370726;camping.la.pinede@wanadoo.fr;www.camping-la-pinede.com;-;-;-;85;-;-
05/11/2012;05/12/2012;CAMPING;4 étoiles;Tourisme;-;CAMPING MERENDELLA;moriani plage;20230;SAN-NICOLAO;495385347;merendella@orange.fr;Maison Pasquini ;-;-;-;215;-;-
05/11/2012;05/12/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING DES NACRES;lieu dit kamiesch;20240;SOLARO;495574065;info@campingdesnacres.fr;http://www.campingdesnacres.fr;-;-;-;150;-;-
05/11/2012;17/12/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING U PARADISU;"Lieu Dit """"Saleccia"""" ";20246;SANTO-PIETRO-DI-TENDA;04.95.37.82.51;contact@camping-uparadisu.com;www.camping-uparadisu.com;-;-;-;47;-;-
05/11/2012;05/11/2012;CAMPING;3 étoiles;-;-;CAMPING MUNICIPAL LE MOULIN DU TEINTURIER;9 Rue de Montjoly;15140;SAINT-MARTIN-VALMEROUX;471694312;mairie.saint-martin-valmeroux@wanadoo.fr;-;-;-;-;88;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Loisirs;-;CAMPING DE LA PLAGE;109 AVENUE MICHEL D'ORNANO;14910;BLONVILLE-SUR-MER;231879246;contact@campingblonville.com;www.campingblonville.com;-;-;-;376;-;-
05/11/2012;05/11/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING MARIE ROSE;1004 chemin des mules;13550;PALUD DE NOVES;490954164;campingmarierose@wanadoo.fr;www.camping-marie-rose.com;-;-;-;38;-;-
05/11/2012;05/11/2012;CAMPING;4 étoiles;Tourisme;-;CAMPING LUBÉRON PARC;AVEnue DU BOIS;13350;CHARLEVAL;442966060;a.very@hotmail.fr;http://www.campingluberonparcfr;-;-;-;169;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING MUNICIPAL;GALINIèRES;12560;SAINT-LAURENT-D'OLT;565474526;mairie.saintlaurentdolt@orange.fr;http://www.saintlaurentdolt.fr;-;-;-;25;-;-
05/11/2012;05/11/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LES PIBOULS;DOMAINE DE CERAS;12360;BRUSQUE;565495066;brusque@vvfvillages.fr;www.vvfvillages.fr;-;-;-;44;-;-
05/11/2012;05/11/2012;CAMPING;1 étoile;Tourisme;-;CAMPING LA TIOULE;Le Bourg;12400;SAINT-VICTOR-ET-MELVIEU;05.65.62.51.93.;carriere.nic@wanadoo.fr;http://campinglatioule.pagesperso-orange.fr/Site_camping/index.htm;-;-;-;30;-;-
05/11/2012;05/11/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LE VIALARET;Route de MILLAU;12230;NANT;688628175;campinglevialaret@orange.fr;http://nant.free.fr/vialaret.htm;-;-;-;50;-;-
05/11/2012;05/11/2012;CAMPING;1 étoile;Tourisme;-;CAMPING DE LA BASE NAUTIQUE;Rebouisse;12490;SAINT-ROME-DE-TARN;629473643;camping12490@gmail.com;-;-;-;-;68;-;-
05/11/2012;05/11/2012;CAMPING;1 étoile;Tourisme;-;CAMPING MUNICIPAL LA COUSTOUNE;LIEU-dit la coustoune, route de salle courbatières;12260;VILLENEUVE;565816828;villeneuvois@orange.fr;http://www.villeneuvois.eu;-;-;-;10;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING DE L'AUBERGE;la grave;12720;MOSTUÉJOULS;616959231;infos@campingdelauberge.fr;http://www.campingdelauberge.fr;-;-;-;20;-;-
05/11/2012;05/11/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING ÉTANG DU CAMP ;étang du Camp;12320;SÉNERGUES;565460195;info@etangducamp.fr;http://etangducamp.fr;-;-;-;60;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING MUNICIPAL DU LAC;4 chemin du Lac;11340;BELCAIRE;468203947;mairie.belcaire@wanadoo.fr;-;-;-;-;35;-;-
05/11/2012;05/11/2012;CAMPING;5 étoiles;Tourisme;-;YELLOH VILLAGE DOMAINE DARNAUTEILLE;Domaine d'Arnauteille;11250;MONTCLAR;468268453;info@arnauteille.com;http://www.camping-arnauteille.com;-;-;-;198;-;-
05/11/2012;05/11/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LA FERME DES HAUTS FRÊNES;6 voie de Puiseaux;10130;EAUX-PUISEAUX;325421504;les.hauts.frenes@wanadoo.fr;http://les-hauts-frenes.com;-;-;-;30;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING MUNICIPAL LES VIGNES;quartier Les Vignes;9800;CASTILLON-EN-COUSERANS;561967272;mairiecastillon2@wanadoo.fr;-;-;-;-;100;-;-
05/11/2012;05/11/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LE VENTADOUR;Pont de Rolandy;7380;MEYRAS;475941815;info@leventadour.com;www.leventadour.com;-;-;-;130;-;-
05/11/2012;05/11/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING CARREFOUR DE L'ARDÈCHE;quartier gourdaud;7700;SAINT-REMÈZE;475041575;carrefourardeche@yahoo.fr;www.ardechecamping.net;-;-;-;86;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING DE PIERRAGEAIS;pierrageais;7410;SAINT-FÉLICIEN;475060305;mairie.st.felicien@inforoutes-mairie.fr;-;-;-;-;50;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Loisirs;-;CAMPING LA GARE DES AMIS;quartier de la gare;7360;SAINT-FORTUNAT-SUR-EYRIEUX;475652280;lagaredesamis@sgr.fr;camping-lagaredesamis.com;-;-;-;37;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING LES PONTS;Quartier le Bourdelet;7700;SAINT-JUST;475046731;camping-des-ponts-ardeche@hotmail.fr;www.camping-des-ponts.fr;-;-;-;55;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING LES ACACIAS;le saut;7110;UZER;475368691;michel.vanniere@wanadoo.fr;http://www.camping-lesacacias.com;-;-;-;25;-;-
05/11/2012;05/11/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LES TOURNAYRES;QUARTIER LES TOURNAIRES;7460;BERRIAS-ET-CASTELJAU;475393639;campinglestournayres@gmail.com;http://www.lestournayres.ea26.com;-;-;-;62;-;-
05/11/2012;05/11/2012;CAMPING;1 étoile;Tourisme;-;CAMPING LE COIN CHARMANT ;LES BUIRENSSES;7120;CHAUZON;475397873;patrice.betancourt@orange.fr;http://www.camping-lecoincharmant-ardeche.com;-;-;-;47;-;-
05/11/2012;05/11/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LA TURELURE;QUARTIER FONTANE;7110;UZER;475892921;camping-la-turelure@orange.fr;www.camping-la-turelure.com;-;-;-;65;-;-
05/11/2012;05/11/2012;CAMPING;1 étoile;Loisirs;-;CAMPING LA MÉRIO;1344 route de La Colmiane;6450;SAINT-MARTIN-VÉSUBIE;493033038;crouffi@club-internet.fr;www.campinglamerio.sitew.com;-;-;-;30;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING LES SOURCES;Rue du Barnafret;5160;SAVINES-LE-LAC;492442052;les.sources.hotelcamping@gmail.com;www.hotel-les-sources.com;-;-;-;39;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Loisirs;-;CAMPING LES CIGALES;Route départementale 1075;5300;SAINT-GENIS;492662063;campinglescigales@orange.fr;-;-;-;-;110;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING LES CHAPPAS;route de barcelonnette;5160;PONTIS;492442209;leschappas.clement@laposte.net;www.camping-les-chappas.com;-;-;-;70;-;-
05/11/2012;05/11/2012;CAMPING;4 étoiles;Tourisme;-;CAMPING DOMAINE DES 2 SOLEILS;LA FLAMENCHE;5700;SERRES;492670133;dom.2.soleils@orange.fr;http://domaine-2soleils.com/;-;-;-;98;-;-
05/11/2012;05/11/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LE RIO CLARET;LES CHABES;5230;CHORGES;192506677;rio-claret@wanadoo.fr;camping-lerioclaret.com;-;-;-;50;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Loisirs;-;CAMPING DE L'ADRECH;route de sisteron;5140;ASPRES-SUR-BUËCH;486730894;ladrech.camping@sfr.fr;www.campingladrech.com;-;-;-;130;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING  MUNICIPAL LE  MOUSSEREIN;LE MOUSSEREIN;4250;LA MOTTE-DU-CAIRE;492683330;lamotteducaire@wanadoo.fr;-;-;-;-;32;-;-
05/11/2012;05/11/2012;CAMPING;1 étoile;Tourisme;-;CAMPING LE PRÉ DE LA COMBE;La Combe;4800;SAINT-MARTIN-DE-BRÔMES;492776019;camping.predelacombe@gmail.com;-;-;-;-;25;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING MUNICIPAL VERDON CARAJUAN;Carajuan;4120;ROUGON;04.92.83.70.94;campingverdon.carajuan@gmail.com;www.camping-gorgesduverdon-carajuan-rougon.com;-;-;-;100;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING LES ÉCOSSAIS;la salle;3360;ISLE-ET-BARDAIS;470666257;ecossais@campingstroncais.com;www.campingstroncais.com;-;-;-;50;-;-
05/11/2012;05/11/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING CHAMP FOSSÉ;1 RUE DU CHAMP FOSSé;3360;SAINT-BONNET-TRONÇAIS;470061130;champfosse@campingstroncais.com;www.campingstroncais.com;-;-;-;111;-;-
05/11/2012;05/11/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING DU BOIS DE LA DAME;chemin du bois de la dame;1480;ARS-SUR-FORMANS;474007723;camping.boisdeladame@orange.fr;-;-;-;-;103;-;-
05/11/2012;05/11/2012;CAMPING;4 étoiles;Tourisme;-;CAMPING CHAMP D'ÉTÉ;Champ d'été;1190;REYSSOUZE;385239610;camping.champdete@wanadoo.fr;www.camping-champ-dete.com;-;-;-;150;-;-
05/11/2012;05/11/2012;CAMPING;1 étoile;Loisirs;-;CAMPING DE L'ESCAUT;12 rue de l'église;59266;HONNECOURT-SUR-ESCAUT;327743222;camping.delescaut@orange.fr;http://www.campingdelescaut.fr;-;-;-;100;-;-
26/10/2012;26/10/2012;CAMPING;3 étoiles;Tourisme;-;LE GAP DES TORTELLES;chemin du gap des tortelles;26460;BOURDEAUX;475533045;campinglegapdestortelles@yahoo.fr;http://www.campingdebourdeaux.com;-;-;-;43;-;-
26/10/2012;26/10/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING BUFFALO HACIENDA ;Route de Janas;83500;LA SEYNE-SUR-MER;494747208;camping.buffalo.hacienda@wanadoo.fr;www.campingbuffalo.com;-;-;-;150;-;-
26/10/2012;26/10/2012;CAMPING;1 étoile;Tourisme;-;CAMPING ARMORA;Quartier Amotz;64310;SAINT-PÉE-SUR-NIVELLE;05 59 54 12 60;camping.armora@club.fr;http://www.camping-armora.com/;-;-;-;100;-;-
23/10/2012;23/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING LES CÈDRES;route de taxo à la mer;66700;ARGELÈS-SUR-MER;468810382;camping.les.cedres@gmail.com;-;-;-;-;170;-;-
23/10/2012;23/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING ETRETAT;69 RUE GUY DE MAUPASSANT;76790;ETRETAT;235270767;mairie-sg.etretat@wanadoo.fr;-;-;-;-;72;-;-
22/10/2012;22/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING LE CLOS FLEURI; ROUTE DE LA MER;34110;VIC-LA-GARDIOLE;467781568;reception@camping-clos-fleuri.fr;http://www.camping-clos-fleuri.com;-;-;-;121;-;-
22/10/2012;22/10/2012;CAMPING;2 étoiles;Loisirs;-;CAMPING DES QUATRE PLAGES;16 rue de la futaie;62180;CONCHIL-LE-TEMPLE;321812294;bernard.senninger@wanadoo.fr;http://camping-4-plages.com;-;-;-;175;-;-
22/10/2012;22/10/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LE GRAND BLEU;RUE DE L'éCOLE DE VOILE;29760;PENMARCH;298585373;grand.bleu@wanadoo.fr;http://camping-legrand-bleu.com;-;-;-;100;-;-
22/10/2012;22/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING LES ORMEAUX;KERHILLIO;56410;ERDEVEN;297556757;ormeaux.lofficial@wanadoo.fr;http://www.lesormeaux.fr;-;-;-;93;-;-
22/10/2012;22/10/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING SUNELIA COL D'IBARDIN;220 route d'olhette;64122;URRUGNE;559543121;info@col-ibardin.com;www.col-ibardin.com;-;-;-;203;-;-
19/10/2012;19/10/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING ROBINSON ;26 boulevard de l'industrie;18000;BOURGES;248201685;camping@ville-bourges.fr;-;-;-;-;107;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING CARAVANING DU CAYLOU;le caylou;30122;LES PLANTIERS;466839285;camping.caylou@gmail.com;www.camping-caylou.fr;-;-;-;75;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Loisirs;-;CAMPING LA GUÉRANDIÈRE;6 bis route de pen lan;56190;BILLIERS;971579403;jean-marie.le-mouel@orange.fr;http://la.guerandiere.pagesperso-orange.fr/mapage1/index.html;-;-;-;85;-;-
19/10/2012;19/10/2012;CAMPING;5 étoiles;Tourisme;-;CAMPING CHÂTEAU DES MARAIS;27 Rue de Chambord;41500;MUIDES-SUR-LOIRE;254870542;info@camping-marais.com;http://www.chateau-des-marais.com;-;-;-;311;-;-
19/10/2012;19/10/2012;CAMPING;1 étoile;Loisirs;-;CAMPING LA BERGE FLEURIE;L'affenadou;30140;MIALET;466557972;contact@campinglabergefleurie.com;http://campinglabergefleurie.com;-;-;-;100;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Loisirs;-;CAMPING LE TÉRONDEL;le pont du moulin;30750;SAINT-SAUVEUR-CAMPRIEU;467826189;terondel@wanadoo.fr;http://www.camping-cevennes-terondel.com;-;-;-;60;-;-
19/10/2012;19/10/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LES RIVES DU LOUP;2666 bis route  de la colle;6140;TOURRETTES-SUR-LOUP;493241565;a.bathmann@rivesduloup.com;http://www.rivesduloup.com/;-;-;-;116;-;-
19/10/2012;20/12/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LE JARDIN;Le Bourg;81330;LACAZE;563371708;camping.lejardin@yahoo.fr;http://www.campinglejardin-tarn.com;-;-;-;21;-;-
19/10/2012;19/10/2012;CAMPING;1 étoile;Tourisme;-;CAMPING LA GRANGE MAUSELAINE;2492 route de Retournemer;88400;XONRUPT-LONGEMER;329630715;halm.jeanmarc@wanadoo.fr;http://la.grange.mauselaine.monsite.orange.fr ;-;-;-;60;-;-
19/10/2012;19/10/2012;CAMPING;1 étoile;Loisirs;-;CAMPING DES QUATRE DERNIERS;rue du marais;80800;RIBEMONT-SUR-ANCRE;322401937;ridon.gisele@orange.fr;-;-;-;-;35;-;-
19/10/2012;19/10/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LES PRAIRIES DE SAUXILLANGES;Chemin des Prairies;63490;SAUXILLANGES;687213514;contact@campindesauxillanges.fr;www.campingdesauxillanges.fr;-;-;-;72;-;-
19/10/2012;19/10/2012;CAMPING;3 étoiles;Loisirs;-;CAMPING MUNICIPAL D'ARLEUX;chemin des Biselles;59151;ARLEUX;327943737;mairie@arleux.com;http://www.arleux.fr;-;-;-;185;-;-
19/10/2012;19/10/2012;CAMPING;3 étoiles;Tourisme;-; CAMPING PRA'D'HÉOL;180 rue du moulin à eau;44420;MESQUER;240153421;sylvainetcyril.barrier@sfr.fr;www.camping-pradheol.com;-;-;-;65;-;-
19/10/2012;19/10/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING MUNICIPAL DES RÉCLUSAGES;13 rue des Réclusages;41800;MONTOIRE-SUR-LE-LOIR;254850253;camping.reclusages@orange.fr;http://mairie-montoire.fr;-;-;-;122;-;-
19/10/2012;19/10/2012;CAMPING;3 étoiles;Tourisme;-;DOMAINE DE L'ÉPINETTE;15 rue de l'épinette;39130;CHATILLON;384257144;contact@domaine-epinette.com;www.domaine-epinette.com;-;-;-;150;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING DU BUISSON;251 chemin des buissons;38410;SAINT-MARTIN-D'URIAGE;476895192;info@camping-buisson.fr;http://camping-grenoble-alpes.fr;-;-;-;44;-;-
19/10/2012;19/10/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING ALTÉA;1 Route des Aresquiers;34110;VIC-LA-GARDIOLE;467781409;contact@alteacamping.com;http://www.alteacamping.com;-;-;-;116;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Loisirs;-;CAMPING NORMANDIE PLAGE;chemin des hautes sentes;14880;HERMANVILLE-SUR-MER;762781511;normandieplage14@orange.fr;-;-;-;-;77;-;-
19/10/2012;19/10/2012;CAMPING;1 étoile;Tourisme;-;CAMPING DU DOURDOU;ROUTE D'ARNAC ;12360;BRUSQUE;05 65 97 51 67 ;mairie.brusque@orange.fr;-;-;-;-;19;-;-
19/10/2012;19/10/2012;CAMPING;1 étoile;Tourisme;-;CAMPING HALTE ET REPOS;RUE ROUSSAYROLE;12230;L'HOSPITALET-DU-LARZAC;565627053;camping-larzac@orange.fr;http://www.camping-larzac.com;-;-;-;62;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Loisirs;-;CAMPING MUNICIPAL LA DUZONNE;le village;7440;ALBOUSSIÈRE;475582091;mairie-albossiere@orange.fr;http://camping-alboussiere.fr/;-;-;-;54;-;-
19/10/2012;19/10/2012;CAMPING;4 étoiles;Tourisme;-;CAMPING PARC LE VILLARD;ROUTE DES CAMPING;5600;GUILLESTRE;492450654;info@camping-levillard.com;camping-levillard.com;-;-;-;93;-;-
19/10/2012;19/10/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LES GRILLONS;Lieu-Dit La Madeleine;5200;EMBRUN;492433275;info@lesgrillons.com;http://lesgrillons.com;-;-;-;95;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;CLUB NAUTIQUE ALPIN SERRE PONÇON;chemin de chadenas;5200;EMBRUN;492430002;cnasp@wanadoo.fr;http://cnasp.free.fr;-;-;-;95;-;-
19/10/2012;19/10/2012;CAMPING;1 étoile;Loisirs;-;CAMPING LE PUITS;le village;4150;REVEST-DU-BION;492772226;commune.revestdubion@orange.fr;www.revestdubion.fr;-;-;-;20;-;-
19/10/2012;19/10/2012;CAMPING;3 étoiles;Tourisme;-;CENTRE DE TOURISME DU PONT DU DOGNON;LE REISSEIX;87240;SAINT-LAURENT-LES-ÉGLISES;555565725;mairie-st-laurent-les-eglises@wanadoo.fr;-;-;-;-;86;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING DES CHALETS DE MOULIÈRE;rue des Ardentes;86210;VOUNEUIL-SUR-VIENNE;549858440;villagevacances@fol86.org;-;-;-;-;18;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING DU PARC DE CREMAULT;Allée du stade;86210;BONNEUIL-MATOURS;549852047;chezlilou86@hotmail.fr;-;-;-;-;54;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING RENOIR;route de Leigné Les Bois;86270;LA ROCHE-POSAY;549861919;camping.renoir@wanadoo.fr;-;-;-;-;99;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING DU CHILLOU;Le Chillou d'ozon;86100;CHÂTELLERAULT;549203086;veronique.boirel@capc-chatellerault.fr;http://tourisme-chatellerault.fr;-;-;-;49;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;AZURÈVA VENDÉE OCÉAN ;304 route du Bouil;85560;LONGEVILLE-SUR-MER;251334681;vendeeocean@azureva-vacances.com;http//wwwazureva-vacances.com;-;-;-;41;-;-
19/10/2012;19/10/2012;CAMPING;4 étoiles;Tourisme;-;CAMPING LE SABLE D'OR ;rue des marais la terrière;85360;LA TRANCHE-SUR-MER;251274674;camping-le-sable-d-or@orange.fr;http://www.le-sable-dor.fr;-;-;-;253;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING LE GRAND FOC;111 chemin du Châtelet;74140;SCIEZ;450726270;simonemansey@orange.fr;www.camping-legrandfoc.com;-;-;-;55;-;-
19/10/2012;19/10/2012;CAMPING;4 étoiles;Tourisme;-;CAMPING LES DÔMES DE MIAGE;197 route des Contamines;74190;SAINT-GERVAIS-LES-BAINS;450934596;info@camping-mont-blanc.com;http://www.camping-mont-blanc.com/;-;-;-;151;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING LES AROLLES;281 Chemin du Cry;74400;CHAMONIX-MONT-BLANC;450531430;jeanlucburnet@gmail.com;http://www.chamonixcampinglesarolles.fr;-;-;-;28;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING MUNICIPAL LES BABELLES;Chef-Lieu;73310;CONJUX;777775971;mairie.conjux@orange.fr;www.conjux.fr;-;-;-;30;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Loisirs;-;CAMPING MUNICIPAL DE LA PLAGE;La Plage;71190;SAINT-NIZIER-SUR-ARROUX;385542825;mairie.stniziersurarroux@wanadoo.fr;-;-;-;-;90;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING LES CROUZETS;4 avenue des Crouzets;63240;MONT-DORE;473652160;camping.crouzets@orange.fr;www.mairie-mont-dore.fr;-;-;-;58;-;-
19/10/2012;19/10/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING L'ESQUILADOU;ROUTE DES CASCADES;63240;MONT-DORE;473652374;camping.esquiladou@orange.fr;www.mairie-mont-dore.fr;-;-;-;88;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING MUNICIPAL LE GRAND PRÉ;Rue Montaigne;63380;PONTAUMUR;473799007;mairie.pontaumur@wanadoo.fr;-;-;-;-;69;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING MUNICIPAL LES PRÉS DE LA VILLE;Route de Varzy;58700;PRÉMERY;386681240;mairie-premery@wanadoo.fr;-;-;-;-;78;-;-
19/10/2012;19/10/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING D'ALETH;le bourg ;56380;SAINT-MALO-DE-BEIGNON;678961062;contact@camping-aleth.com;-;-;-;-;50;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING LES BOUCLES DE LA MOSELLE;7 avenue Eugène Lerebourg;54460;LIVERDUN;0033(0)383244378;thierry.lbm@free.fr;www.lesbouclesdelamoselle.com;-;-;-;195;-;-
19/10/2012;19/10/2012;CAMPING;2 étoiles;Tourisme;-;CAMPING MUNICIPAL BELLEVUE;AVENUE DE LA LOIRE;41500;MUIDES-SUR-LOIRE;02.54.87.01.56;mairie.muides@wanadoo.fr;-;-;-;-;100;-;-
19/10/2012;19/10/2012;CAMPING;1 étoile;Tourisme;-;CAMPING LE BAPTAILLARD;lieu-dit Baptaillard;39400;LONGCHAUMOIS;384606234;camping-lebaptaillard@orange.fr;-;-;-;-;90;-;-
19/10/2012;19/10/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LE GRAND LAC;chemin du langard;39130;CLAIRVAUX-LES-LACS;384252619;alain.langelez@odesia.eu;http://odesia-clairvaux.com;-;-;-;180;-;-
19/10/2012;19/10/2012;CAMPING;3 étoiles;Loisirs;-;CAMPING SANS SOUCI;3360 route des chevaliers de l'an mil;38620;MONTFERRAT;674640914;marc.meunier@club-internet.fr;http://www.campingsanssouci.com;-;-;-;60;-;-
19/10/2012;19/10/2012;CAMPING;3 étoiles;Tourisme;-;CAMPING LES RIVIÈRES;route de la sablière;34800;CANET;467967553;camping-les-rivieres@wanadoo.fr;http://www.camping-lesrivieres.com/;-;-;-;110;-;-
